0: f-arabic:	[388: f-mandarin (0.85486436092)]	[214: f-german (0.853046371361)]	[466: f-portuguese (0.852571603814)]	[443: m-polish (0.851850352364)]	[266: m-italian (0.849391917444)]	[655: m-spanish (0.848949883933)]	[514: f-russian (0.847720781125)]	[38: m-arabic (0.847177913415)]	[173: f-french (0.84676065418)]	[401: m-mandarin (0.844714583698)]	
233: m-german:	[638: m-spanish (0.863404123202)]	[606: m-spanish (0.860434746005)]	[704: m-turkish (0.845961414213)]	[699: m-turkish (0.843558945569)]	[139: m-dutch (0.843220185581)]	[24: f-arabic (0.842763328257)]	[655: m-spanish (0.84270399668)]	[246: f-italian (0.842672256976)]	[505: f-russian (0.84171767035)]	[275: f-japanese (0.841218830088)]	
234: m-german:	[634: m-spanish (0.843201875968)]	[418: m-mandarin (0.839171304009)]	[294: m-japanese (0.83300326877)]	[444: m-polish (0.832215784299)]	[539: m-russian (0.8312334224)]	[262: m-italian (0.829945162591)]	[446: m-polish (0.825128536833)]	[478: m-portuguese (0.824479008169)]	[524: m-russian (0.822673449608)]	[239: m-german (0.819230249659)]	
235: m-german:	[246: f-italian (0.88338922957)]	[689: m-turkish (0.872790563602)]	[670: m-spanish (0.868362998684)]	[143: m-dutch (0.86792998609)]	[505: f-russian (0.864786607075)]	[295: m-japanese (0.858064806913)]	[139: m-dutch (0.856771726313)]	[316: f-korean (0.855609336987)]	[11: f-arabic (0.853764825064)]	[37: m-arabic (0.852156284398)]	
236: m-german:	[281: f-japanese (0.899260608524)]	[196: m-french (0.898148768628)]	[451: m-polish (0.895713446689)]	[79: m-arabic (0.895174308338)]	[130: f-dutch (0.890395397198)]	[564: f-spanish (0.887404261082)]	[427: f-polish (0.886181097709)]	[397: f-mandarin (0.885624456029)]	[112: f-dutch (0.884936670964)]	[25: f-arabic (0.883831797959)]	
237: m-german:	[689: m-turkish (0.876054511792)]	[377: f-mandarin (0.851064137037)]	[638: m-spanish (0.831315758023)]	[535: m-russian (0.829105906344)]	[646: m-spanish (0.827453408595)]	[199: m-french (0.826472181035)]	[603: m-spanish (0.825582660466)]	[365: m-macedonian (0.825126783701)]	[262: m-italian (0.82480387441)]	[246: f-italian (0.821995121166)]	
238: m-german:	[306: f-korean (0.839774367184)]	[51: m-arabic (0.836808930619)]	[473: m-portuguese (0.835959125843)]	[618: m-spanish (0.829017972249)]	[663: m-spanish (0.826607624012)]	[563: f-spanish (0.823147218011)]	[448: m-polish (0.823015992612)]	[275: f-japanese (0.822769027275)]	[160: f-french (0.822052125975)]	[54: m-arabic (0.82082866416)]	
239: m-german:	[273: m-italian (0.855583877968)]	[478: m-portuguese (0.842298675641)]	[296: m-japanese (0.821129390085)]	[234: m-german (0.819230249659)]	[418: m-mandarin (0.817158933451)]	[407: m-mandarin (0.816671224554)]	[634: m-spanish (0.809790037178)]	[694: m-turkish (0.808706991928)]	[67: m-arabic (0.804936675149)]	[102: m-cantonese (0.804072350727)]	
240: m-german:	[654: m-spanish (0.847376875036)]	[619: m-spanish (0.843317858146)]	[30: m-arabic (0.841709859714)]	[483: m-portuguese (0.840992357717)]	[75: m-arabic (0.837935614815)]	[613: m-spanish (0.834534057577)]	[133: m-dutch (0.832058594606)]	[475: m-portuguese (0.831598204027)]	[50: m-arabic (0.826486571959)]	[273: m-italian (0.825655618945)]	
241: m-german:	[533: m-russian (0.843470599075)]	[658: m-spanish (0.830120622847)]	[75: m-arabic (0.823203347634)]	[605: m-spanish (0.822266997225)]	[657: m-spanish (0.820405486104)]	[449: m-polish (0.815581853495)]	[698: m-turkish (0.81391906876)]	[240: m-german (0.813848195016)]	[606: m-spanish (0.810472496712)]	[613: m-spanish (0.810083763454)]	
242: m-german:	[243: m-german (0.980133126808)]	[656: m-spanish (0.979991254351)]	[362: m-macedonian (0.979061268472)]	[231: m-german (0.975592178637)]	[100: m-cantonese (0.975195831329)]	[690: m-turkish (0.974464710109)]	[328: m-korean (0.973383250538)]	[255: m-italian (0.97240374965)]	[440: m-polish (0.972187776162)]	[74: m-arabic (0.965093774007)]	
243: m-german:	[242: m-german (0.980133126808)]	[231: m-german (0.978451813185)]	[362: m-macedonian (0.978412541495)]	[690: m-turkish (0.976990854029)]	[656: m-spanish (0.976020242795)]	[100: m-cantonese (0.973389371395)]	[328: m-korean (0.972474533475)]	[440: m-polish (0.96995795961)]	[255: m-italian (0.969152845053)]	[74: m-arabic (0.958800749124)]	
244: f-italian:	[88: f-cantonese (0.906171780996)]	[366: f-mandarin (0.894667545702)]	[138: m-dutch (0.891673856094)]	[547: f-spanish (0.88757200898)]	[251: f-italian (0.885978499226)]	[249: f-italian (0.885172603442)]	[577: f-spanish (0.877531983033)]	[274: f-japanese (0.876197295398)]	[110: f-dutch (0.874785454108)]	[275: f-japanese (0.873564427196)]	
245: f-italian:	[507: f-russian (0.894812455237)]	[540: m-russian (0.892861361354)]	[515: f-russian (0.890799751555)]	[502: f-russian (0.889069904164)]	[577: f-spanish (0.886989915379)]	[6: f-arabic (0.885849646658)]	[460: f-portuguese (0.884495538098)]	[599: m-spanish (0.883977494812)]	[426: f-polish (0.883747840632)]	[352: f-macedonian (0.883573200177)]	
246: f-italian:	[235: m-german (0.88338922957)]	[2: f-arabic (0.879331542155)]	[165: f-french (0.878351316583)]	[397: f-mandarin (0.877792264363)]	[37: m-arabic (0.877098868489)]	[310: f-korean (0.874294292723)]	[595: f-spanish (0.871594148943)]	[458: f-portuguese (0.871534507008)]	[139: m-dutch (0.869937112662)]	[193: m-french (0.866464132362)]	
247: f-italian:	[342: f-macedonian (0.943388256249)]	[6: f-arabic (0.942100914386)]	[108: f-dutch (0.934769272549)]	[520: f-russian (0.931630109462)]	[502: f-russian (0.930227689171)]	[356: f-macedonian (0.927446924208)]	[682: f-turkish (0.925843178355)]	[564: f-spanish (0.922662046573)]	[181: m-french (0.92104066535)]	[402: m-mandarin (0.920384074269)]	
248: f-italian:	[588: f-spanish (0.870521639853)]	[397: f-mandarin (0.870036155979)]	[59: m-arabic (0.864704830798)]	[280: f-japanese (0.864530938754)]	[36: m-arabic (0.859325991961)]	[595: f-spanish (0.857287539632)]	[498: f-russian (0.857087714992)]	[502: f-russian (0.85612187673)]	[513: f-russian (0.853594605031)]	[286: f-japanese (0.851927521176)]	
249: f-italian:	[564: f-spanish (0.927687737661)]	[251: f-italian (0.92436897371)]	[145: m-dutch (0.913817213793)]	[112: f-dutch (0.913378551842)]	[250: f-italian (0.913349811003)]	[279: f-japanese (0.912184879849)]	[650: m-spanish (0.911648017364)]	[116: f-dutch (0.91103173059)]	[130: f-dutch (0.91080987233)]	[682: f-turkish (0.909808585092)]	
250: f-italian:	[181: m-french (0.914906524296)]	[249: f-italian (0.913349811003)]	[108: f-dutch (0.909468332402)]	[451: m-polish (0.906756623623)]	[376: f-mandarin (0.906401620308)]	[130: f-dutch (0.906022539525)]	[175: f-french (0.904012105766)]	[119: f-dutch (0.902148335578)]	[124: f-dutch (0.901766587441)]	[462: f-portuguese (0.900780056017)]	
251: f-italian:	[552: f-spanish (0.948451278909)]	[112: f-dutch (0.943471257171)]	[564: f-spanish (0.939123043292)]	[688: m-turkish (0.936738783823)]	[6: f-arabic (0.935823385842)]	[279: f-japanese (0.935474267015)]	[593: f-spanish (0.933877406721)]	[166: f-french (0.933675306802)]	[124: f-dutch (0.93223594872)]	[79: m-arabic (0.930958324093)]	
252: m-italian:	[657: m-spanish (0.827147998007)]	[75: m-arabic (0.82380055365)]	[619: m-spanish (0.819240355418)]	[597: m-spanish (0.81865247443)]	[30: m-arabic (0.81747199297)]	[605: m-spanish (0.816924055955)]	[489: m-portuguese (0.815863523528)]	[240: m-german (0.815552241976)]	[57: m-arabic (0.813356102575)]	[291: m-japanese (0.810749434585)]	
253: m-italian:	[365: m-macedonian (0.830073676092)]	[80: m-arabic (0.816223415777)]	[413: m-mandarin (0.813530001014)]	[38: m-arabic (0.811606256488)]	[234: m-german (0.805620732661)]	[606: m-spanish (0.802425278114)]	[479: m-portuguese (0.800673532842)]	[385: f-mandarin (0.793352566416)]	[476: m-portuguese (0.789338953263)]	[539: m-russian (0.789187338382)]	
254: m-italian:	[362: m-macedonian (0.960563130679)]	[74: m-arabic (0.958860033046)]	[86: f-cantonese (0.957048182414)]	[328: m-korean (0.955937273288)]	[440: m-polish (0.955424509127)]	[656: m-spanish (0.954951798395)]	[650: m-spanish (0.95034243465)]	[480: m-portuguese (0.949107683973)]	[255: m-italian (0.948928263827)]	[242: m-german (0.946266638757)]	
255: m-italian:	[100: m-cantonese (0.97484602334)]	[362: m-macedonian (0.972880909155)]	[242: m-german (0.97240374965)]	[243: m-german (0.969152845053)]	[656: m-spanish (0.967472533769)]	[328: m-korean (0.967354947035)]	[231: m-german (0.965666979251)]	[690: m-turkish (0.962246830536)]	[480: m-portuguese (0.960829526699)]	[440: m-polish (0.958611136073)]	
256: m-italian:	[149: m-dutch (0.874182730406)]	[13: f-arabic (0.857832326152)]	[526: m-russian (0.854115221171)]	[213: f-german (0.852475681952)]	[263: m-italian (0.850326835582)]	[127: f-dutch (0.849918761789)]	[528: m-russian (0.849290358117)]	[354: f-macedonian (0.847110081493)]	[346: f-macedonian (0.846960575153)]	[544: f-spanish (0.846865898222)]	
257: m-italian:	[37: m-arabic (0.884986018801)]	[578: f-spanish (0.882993739213)]	[571: f-spanish (0.876861352498)]	[398: f-mandarin (0.875386942532)]	[60: m-arabic (0.873067334938)]	[191: m-french (0.867720187488)]	[23: f-arabic (0.866952991544)]	[427: f-polish (0.86649255766)]	[260: m-italian (0.866161831192)]	[588: f-spanish (0.86576637382)]	
258: m-italian:	[310: f-korean (0.828796941545)]	[61: m-arabic (0.822883276593)]	[560: f-spanish (0.806177433712)]	[442: m-polish (0.80497692528)]	[364: m-macedonian (0.803340601061)]	[331: m-korean (0.794768336059)]	[240: m-german (0.794266301786)]	[614: m-spanish (0.794055217651)]	[565: f-spanish (0.789309949052)]	[386: f-mandarin (0.788314756657)]	
259: m-italian:	[88: f-cantonese (0.876626021506)]	[665: m-spanish (0.87522447099)]	[593: f-spanish (0.870802325028)]	[251: f-italian (0.869647093391)]	[244: f-italian (0.865155839744)]	[547: f-spanish (0.863311501875)]	[551: f-spanish (0.862282581581)]	[14: f-arabic (0.859108625002)]	[280: f-japanese (0.858208295055)]	[270: m-italian (0.857633576472)]	
260: m-italian:	[588: f-spanish (0.879906603959)]	[442: m-polish (0.877532857337)]	[662: m-spanish (0.867907269366)]	[257: m-italian (0.866161831192)]	[125: f-dutch (0.861695843758)]	[466: f-portuguese (0.859715356913)]	[498: f-russian (0.858711936984)]	[408: m-mandarin (0.857114888147)]	[477: m-portuguese (0.855020871466)]	[485: m-portuguese (0.853218680233)]	
261: m-italian:	[390: f-mandarin (0.897240679464)]	[528: m-russian (0.896908246998)]	[49: m-arabic (0.893891066877)]	[551: f-spanish (0.891000506676)]	[130: f-dutch (0.890551891728)]	[181: m-french (0.887475843073)]	[398: f-mandarin (0.887193211839)]	[351: f-macedonian (0.885289648611)]	[356: f-macedonian (0.883601243796)]	[282: f-japanese (0.883012870657)]	
262: m-italian:	[269: m-italian (0.852891911924)]	[606: m-spanish (0.840033524877)]	[628: m-spanish (0.836486925954)]	[689: m-turkish (0.835628969929)]	[234: m-german (0.829945162591)]	[237: m-german (0.82480387441)]	[530: m-russian (0.82189305841)]	[294: m-japanese (0.820928253707)]	[412: m-mandarin (0.820381677445)]	[35: m-arabic (0.820024760691)]	
263: m-italian:	[356: f-macedonian (0.917054223754)]	[187: m-french (0.904766733405)]	[599: m-spanish (0.895106287148)]	[652: m-spanish (0.894682280813)]	[517: f-russian (0.894375429279)]	[220: f-german (0.892573304826)]	[346: f-macedonian (0.889506451582)]	[572: f-spanish (0.889173845561)]	[390: f-mandarin (0.888955035843)]	[343: f-macedonian (0.888386991547)]	
264: m-italian:	[365: m-macedonian (0.816493413377)]	[619: m-spanish (0.813046772479)]	[492: m-portuguese (0.812758999683)]	[102: m-cantonese (0.812000651424)]	[641: m-spanish (0.80849261317)]	[377: f-mandarin (0.807269449645)]	[446: m-polish (0.805633641939)]	[97: m-cantonese (0.801426551838)]	[237: m-german (0.800640186452)]	[230: m-german (0.796288199829)]	
265: m-italian:	[88: f-cantonese (0.931102523982)]	[507: f-russian (0.927730756237)]	[468: f-portuguese (0.913996306231)]	[316: f-korean (0.904657686858)]	[459: f-portuguese (0.90388575653)]	[547: f-spanish (0.903200198492)]	[194: m-french (0.901507874546)]	[130: f-dutch (0.8990724842)]	[551: f-spanish (0.896977789403)]	[191: m-french (0.896561987713)]	
266: m-italian:	[193: m-french (0.859679966925)]	[37: m-arabic (0.859678867893)]	[1: f-arabic (0.858223527994)]	[398: f-mandarin (0.855469759063)]	[370: f-mandarin (0.853927669014)]	[645: m-spanish (0.851138865731)]	[401: m-mandarin (0.849890161894)]	[0: f-arabic (0.849391917444)]	[508: f-russian (0.847934829366)]	[165: f-french (0.847266740837)]	
267: m-italian:	[412: m-mandarin (0.846057761739)]	[657: m-spanish (0.837419665741)]	[628: m-spanish (0.834711037222)]	[539: m-russian (0.827702752205)]	[646: m-spanish (0.82234952303)]	[57: m-arabic (0.818984602361)]	[262: m-italian (0.812419040962)]	[524: m-russian (0.807248960294)]	[291: m-japanese (0.804916783464)]	[294: m-japanese (0.803140136756)]	
268: m-italian:	[633: m-spanish (0.86619712788)]	[246: f-italian (0.84333543319)]	[698: m-turkish (0.833722417375)]	[365: m-macedonian (0.830820742674)]	[294: m-japanese (0.82536525948)]	[473: m-portuguese (0.821482747016)]	[233: m-german (0.821427144478)]	[663: m-spanish (0.818409280197)]	[142: m-dutch (0.813361070103)]	[492: m-portuguese (0.810991903609)]	
269: m-italian:	[606: m-spanish (0.872474135453)]	[77: m-arabic (0.853774517608)]	[262: m-italian (0.852891911924)]	[57: m-arabic (0.836383904955)]	[619: m-spanish (0.830288982509)]	[418: m-mandarin (0.8255980984)]	[333: m-korean (0.825117654631)]	[75: m-arabic (0.823135925709)]	[235: m-german (0.822271376382)]	[290: m-japanese (0.821899615748)]	
270: m-italian:	[468: f-portuguese (0.915691240448)]	[108: f-dutch (0.902517234895)]	[279: f-japanese (0.897096595836)]	[157: f-french (0.896504231064)]	[88: f-cantonese (0.895041022527)]	[390: f-mandarin (0.894268474717)]	[183: m-french (0.892206859453)]	[93: f-cantonese (0.891922354852)]	[282: f-japanese (0.890946559404)]	[599: m-spanish (0.890032982698)]	
271: m-italian:	[531: m-russian (0.847966355541)]	[294: m-japanese (0.822009428274)]	[323: m-korean (0.808447703526)]	[365: m-macedonian (0.808241539203)]	[57: m-arabic (0.807593194871)]	[640: m-spanish (0.80671337432)]	[444: m-polish (0.805449502577)]	[230: m-german (0.803369665662)]	[619: m-spanish (0.803148288394)]	[705: m-turkish (0.802980751158)]	
272: m-italian:	[376: f-mandarin (0.88098398649)]	[60: m-arabic (0.878881154759)]	[162: f-french (0.876809526392)]	[502: f-russian (0.872264006926)]	[567: f-spanish (0.868531369957)]	[118: f-dutch (0.866736933747)]	[46: m-arabic (0.866701946911)]	[109: f-dutch (0.864490099754)]	[356: f-macedonian (0.862259250917)]	[402: m-mandarin (0.860395385926)]	
273: m-italian:	[483: m-portuguese (0.865009882359)]	[675: m-spanish (0.862387691492)]	[239: m-german (0.855583877968)]	[619: m-spanish (0.855062910414)]	[403: m-mandarin (0.849956609555)]	[622: m-spanish (0.849558967812)]	[698: m-turkish (0.847981511727)]	[47: m-arabic (0.846897559961)]	[54: m-arabic (0.833821706956)]	[418: m-mandarin (0.829246717615)]	
274: f-japanese:	[502: f-russian (0.897862335398)]	[356: f-macedonian (0.894466199872)]	[507: f-russian (0.893308565613)]	[528: m-russian (0.888511031052)]	[162: f-french (0.88328679671)]	[22: f-arabic (0.881623431368)]	[366: f-mandarin (0.881493105254)]	[572: f-spanish (0.880787018297)]	[310: f-korean (0.880088128225)]	[511: f-russian (0.879442165808)]	
275: f-japanese:	[516: f-russian (0.891561196072)]	[299: f-korean (0.886919949393)]	[408: m-mandarin (0.885233716354)]	[251: f-italian (0.881391069258)]	[280: f-japanese (0.878678501379)]	[386: f-mandarin (0.876435061285)]	[79: m-arabic (0.875773630408)]	[244: f-italian (0.873564427196)]	[398: f-mandarin (0.872684258969)]	[180: m-french (0.872360018014)]	
276: f-japanese:	[688: m-turkish (0.930300521526)]	[251: f-italian (0.913710648312)]	[650: m-spanish (0.912530361221)]	[223: f-german (0.91053493198)]	[415: m-mandarin (0.909273370221)]	[527: m-russian (0.9072379364)]	[108: f-dutch (0.907203298987)]	[344: f-macedonian (0.904781777552)]	[225: f-german (0.903646216611)]	[432: f-polish (0.903239653257)]	
277: f-japanese:	[551: f-spanish (0.891962418718)]	[280: f-japanese (0.886291415434)]	[81: m-arabic (0.88227427889)]	[43: m-arabic (0.877590330523)]	[515: f-russian (0.87672041454)]	[351: f-macedonian (0.868793229259)]	[398: f-mandarin (0.866586057433)]	[426: f-polish (0.866539364298)]	[159: f-french (0.866287945377)]	[282: f-japanese (0.864780675267)]	
278: f-japanese:	[309: f-korean (0.884906269816)]	[265: m-italian (0.87823170637)]	[374: f-mandarin (0.864712837911)]	[24: f-arabic (0.864697415353)]	[310: f-korean (0.863433409165)]	[574: f-spanish (0.863011460346)]	[436: f-polish (0.860543039447)]	[152: f-french (0.859468531589)]	[681: f-turkish (0.856637940351)]	[142: m-dutch (0.853948616975)]	
279: f-japanese:	[251: f-italian (0.935474267015)]	[652: m-spanish (0.934342605944)]	[564: f-spanish (0.930129743602)]	[682: f-turkish (0.928518699757)]	[572: f-spanish (0.927691070686)]	[552: f-spanish (0.924286665722)]	[599: m-spanish (0.923627258776)]	[395: f-mandarin (0.923263447213)]	[121: f-dutch (0.92237633188)]	[112: f-dutch (0.921148532909)]	
280: f-japanese:	[279: f-japanese (0.913513728057)]	[511: f-russian (0.907235161397)]	[251: f-italian (0.905166721192)]	[88: f-cantonese (0.904677152815)]	[345: f-macedonian (0.903731473701)]	[398: f-mandarin (0.903441370479)]	[515: f-russian (0.902105242594)]	[282: f-japanese (0.900949933499)]	[22: f-arabic (0.900863671026)]	[319: f-korean (0.900795750194)]	
281: f-japanese:	[112: f-dutch (0.947346677176)]	[183: m-french (0.93449232682)]	[111: f-dutch (0.93218000414)]	[344: f-macedonian (0.929531579262)]	[130: f-dutch (0.92820840466)]	[573: f-spanish (0.92619769542)]	[106: f-dutch (0.926136185196)]	[468: f-portuguese (0.92555939938)]	[79: m-arabic (0.925231900675)]	[145: m-dutch (0.924960179733)]	
282: f-japanese:	[108: f-dutch (0.925143451241)]	[181: m-french (0.923120856953)]	[376: f-mandarin (0.922891761789)]	[502: f-russian (0.920828657461)]	[342: f-macedonian (0.918888575848)]	[356: f-macedonian (0.916306060974)]	[520: f-russian (0.915532437295)]	[351: f-macedonian (0.913608069867)]	[425: f-polish (0.912603481921)]	[317: f-korean (0.911086912627)]	
283: f-japanese:	[310: f-korean (0.863772886166)]	[274: f-japanese (0.848522959785)]	[578: f-spanish (0.842410222848)]	[389: f-mandarin (0.837813235506)]	[278: f-japanese (0.83761362753)]	[176: f-french (0.835164964619)]	[316: f-korean (0.834503142708)]	[138: m-dutch (0.833820243479)]	[528: m-russian (0.831098799642)]	[246: f-italian (0.830943061677)]	
284: f-japanese:	[280: f-japanese (0.891313143646)]	[193: m-french (0.876976011443)]	[310: f-korean (0.872245569001)]	[578: f-spanish (0.865569398622)]	[584: f-spanish (0.863930861421)]	[456: f-portuguese (0.861477763663)]	[667: m-spanish (0.859953359683)]	[504: f-russian (0.858834187292)]	[570: f-spanish (0.858708916444)]	[36: m-arabic (0.858528316592)]	
285: f-japanese:	[455: f-portuguese (0.859568669741)]	[162: f-french (0.851857754342)]	[398: f-mandarin (0.850279008154)]	[13: f-arabic (0.847690037592)]	[534: m-russian (0.844484305646)]	[367: f-mandarin (0.839554429598)]	[557: f-spanish (0.838649836405)]	[356: f-macedonian (0.838516066099)]	[177: f-french (0.837734574263)]	[566: f-spanish (0.837511219045)]	
286: f-japanese:	[451: m-polish (0.936123653832)]	[157: f-french (0.933363898642)]	[683: f-turkish (0.928756924773)]	[106: f-dutch (0.926158121242)]	[502: f-russian (0.9256103531)]	[203: m-french (0.924314733537)]	[175: f-french (0.923314699032)]	[682: f-turkish (0.923306765655)]	[183: m-french (0.922204848614)]	[688: m-turkish (0.921625360505)]	
